City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
266,esna,25.2934,32.554,62.6,39,0,9.51,EG,2021-01-23 17:47:53
267,russkaya polyana,49.417,31.9201,37.54,96,81,7.16,UA,2021-01-23 17:47:53
268,hithadhoo,-0.6,73.0833,82.81,68,77,4.47,MV,2021-01-23 17:47:51
269,urubicha,-15.3833,-62.95,71.91,99,100,1.12,BO,2021-01-23 17:47:54
270,vila velha,-20.3297,-40.2925,82.99,65,40,12.66,BR,2021-01-23 17:44:10
271,ahipara,-35.1667,173.1667,61.14,83,7,7.65,NZ,2021-01-23 17:47:54
272,flinders,-34.5833,150.8552,72.0,88,4,1.01,AU,2021-01-23 17:47:54
273,luanda,-8.8368,13.2343,80.6,74,20,11.5,AO,2021-01-23 17:47:25
274,souillac,-20.5167,57.5167,80.6,78,40,3.44,MU,2021-01-23 17:47:54
275,kismayo,-0.3582,42.5454,78.13,84,74,16.8,SO,2021-01-23 17:47:54
276,napnapan,10.7084,122.393,76.15,84,100,3.36,PH,2021-01-23 17:47:55
277,ayan,56.45,138.1667,-17.19,76,0,8.99,RU,2021-01-23 17:47:55
278,yaguajay,22.3272,-79.2378,78.8,64,0,6.22,CU,2021-01-23 17:47:55
279,xinan,26.72,119.8556,53.87,88,99,5.08,CN,2021-01-23 17:47:55
280,oktyabrskiy,54.4815,53.471,10.45,94,100,11.88,RU,2021-01-23 17:47:56
281,talcahuano,-36.7167,-73.1167,64.4,77,40,13.8,CL,2021-01-23 17:47:56
282,broome,42.2506,-75.833,21.99,73,90,17.27,US,2021-01-23 17:47:56
283,plymouth,41.8334,-70.8328,34.0,43,90,16.11,US,2021-01-23 17:47:56
284,campeche,19.0,-90.5,86.49,54,32,5.57,MX,2021-01-23 17:47:56
285,tilichiki,60.4667,166.1,-9.94,91,56,7.05,RU,2021-01-23 17:47:56
286,shache,38.4167,77.2406,24.91,64,0,4.27,CN,2021-01-23 17:47:57
287,progreso,21.2833,-89.6667,87.01,58,1,9.22,MX,2021-01-23 17:43:38
288,rossosh,51.1209,38.5116,35.96,97,100,8.46,RU,2021-01-23 17:47:57
289,mecca,21.4267,39.8261,75.92,51,0,1.54,SA,2021-01-23 17:47:03
290,westport,41.1415,-73.3579,33.01,37,20,19.57,US,2021-01-23 17:46:23
291,dwarka,22.2394,68.9678,68.97,74,0,12.12,IN,2021-01-23 17:47:57
292,high rock,26.6208,-78.2833,75.2,69,40,9.22,BS,2021-01-23 17:47:58
293,balkanabat,39.5108,54.3671,35.06,74,51,8.9,TM,2021-01-23 17:47:58
294,bathsheba,13.2167,-59.5167,84.2,58,20,17.27,BB,2021-01-23 17:47:58
295,lazaro cardenas,17.9583,-102.2,84.96,52,50,5.86,MX,2021-01-23 17:47:58
296,lasa,46.6166,10.7002,39.2,81,40,2.3,IT,2021-01-23 17:47:58
297,laguna,38.421,-121.4238,48.0,87,20,8.05,US,2021-01-23 17:45:27
298,formosa,-26.1775,-58.1781,80.6,89,75,2.3,AR,2021-01-23 17:47:59
299,barra do garcas,-15.89,-52.2567,93.2,52,40,3.44,BR,2021-01-23 17:47:31
300,luderitz,-26.6481,15.1594,72.86,56,84,28.36,NA,2021-01-23 17:47:59
